index,accX,accY,accZ,HS,TO,HS_mark,TO_mark
59,5.176,-0.941,2.1959999999999997,0,0,,
60,5.176,-0.941,1.882,0,0,,
61,5.647,-1.412,2.039,0,0,,
62,6.431,-2.824,2.039,0,0,,
63,6.117999999999999,-3.2939999999999996,2.1959999999999997,0,0,,
64,4.078,-3.9219999999999997,1.882,0,0,,
65,2.667,-4.235,0.784,0,0,,
66,2.1959999999999997,-4.863,0.627,0,0,,
67,2.667,-5.803999999999999,0.0,0,0,,
68,3.451,-6.745,-0.157,0,0,,
69,2.824,-8.157,-0.627,0,0,,
70,1.882,-9.097999999999999,-1.725,0,0,,
71,0.0,-10.039,-2.98,0,0,,
72,-0.784,-10.196,-3.9219999999999997,0,0,,
73,-1.882,-10.353,-5.332999999999999,0,0,,
74,-2.039,-10.98,-6.117999999999999,0,0,,
75,-2.353,-11.607999999999999,-6.431,0,0,,
76,-2.98,-14.118,-6.902,0,0,,
77,-3.765,-15.216,-6.902,0,0,,
78,-5.961,-17.412,-8.941,0,0,,
79,-7.216,-18.039,-9.725,0,0,,
80,-10.196,-18.824,-11.765,0,0,,
81,-12.863,-19.608,-13.804,0,0,,
82,-13.647,-19.922,-13.960999999999999,0,0,,
83,-13.333,-20.392,-13.647,0,0,,
84,-13.175999999999998,-20.392,-13.647,0,0,,
85,-13.02,-19.922,-13.49,0,0,,
86,-13.647,-19.608,-13.333,0,0,,
87,-15.216,-17.412,-13.804,0,0,,
88,-15.686,-15.373,-13.960999999999999,0,0,,
89,-16.941,-11.294,-15.373,0,0,,
90,-19.294,-7.843,-16.157,0,0,,
91,-20.549,-5.803999999999999,-15.686,0,0,,
92,-22.745,-4.235,-13.647,0,0,,
93,-22.901999999999997,-4.5489999999999995,-12.078,0,0,,
94,-20.549,-5.49,-10.353,0,0,,
95,-18.98,-5.647,-10.196,0,0,,
96,-15.373,-6.745,-10.039,0,0,,
97,-14.588,-7.216,-10.039,0,0,,
98,-13.02,-8.314,-9.568999999999999,0,0,,
99,-11.922,-8.783999999999999,-8.471,0,0,,
100,-10.196,-9.882,-8.157,0,0,,
101,8.471,-18.352999999999998,2.1959999999999997,0,0,,
102,21.961,-19.922,10.039,1,0,30.0,
103,50.667,-17.412,8.0,0,0,,
104,37.961,-13.647,3.765,0,0,,
105,-8.783999999999999,-9.412,0.314,0,0,,
106,-12.235,-11.765,-6.275,0,0,,
107,-4.078,-15.059000000000001,-7.372999999999999,0,0,,
108,-4.3919999999999995,-16.627,-5.647,0,0,,
109,-4.706,-11.765,-2.667,0,0,,
110,-0.314,-8.0,-1.882,0,0,,
111,4.3919999999999995,-5.332999999999999,-9.725,0,0,,
112,-3.9219999999999997,-8.314,-7.686,0,0,,
113,-5.647,-12.549000000000001,-4.3919999999999995,0,0,,
114,-1.0979999999999999,-13.647,-2.039,0,0,,
115,0.157,-8.941,-1.0979999999999999,0,0,,
116,1.0979999999999999,-8.471,-2.98,0,0,,
117,-0.47100000000000003,-9.725,-4.3919999999999995,0,0,,
118,-1.569,-10.039,-3.608,0,0,,
119,-1.725,-9.568999999999999,-2.039,0,0,,
120,-2.039,-8.627,-2.353,0,0,,
121,-1.412,-9.097999999999999,-3.2939999999999996,0,0,,
122,1.569,-10.353,-2.667,0,0,,
123,2.824,-10.353,-2.667,0,0,,
124,1.255,-10.196,-2.98,0,0,,
125,0.314,-10.353,-3.137,0,0,,
126,0.941,-10.353,-2.667,0,0,,
127,0.941,-9.882,-3.137,0,0,,
128,0.0,-8.314,-3.137,0,0,,
129,-0.47100000000000003,-8.157,-3.2939999999999996,0,0,,
130,1.412,-9.097999999999999,-3.137,0,0,,
131,1.725,-9.255,-3.765,0,0,,
132,0.784,-9.097999999999999,-3.9219999999999997,0,0,,
133,0.47100000000000003,-9.097999999999999,-3.451,0,0,,
134,1.412,-9.255,-2.824,0,0,,
135,0.941,-8.471,-3.2939999999999996,0,0,,
136,0.627,-8.627,-3.451,0,0,,
137,-0.157,-8.627,-3.608,0,0,,
138,1.255,-8.941,-2.824,0,0,,
139,1.255,-8.941,-3.2939999999999996,0,0,,
140,0.0,-8.627,-3.9219999999999997,0,0,,
141,0.314,-8.783999999999999,-3.2939999999999996,0,0,,
142,1.725,-8.627,-3.2939999999999996,0,0,,
143,1.255,-8.471,-3.765,0,0,,
144,0.314,-8.627,-4.706,0,0,,
145,0.627,-8.783999999999999,-4.3919999999999995,0,0,,
146,0.784,-9.097999999999999,-3.608,0,0,,
147,-0.157,-8.941,-3.451,0,0,,
148,-1.412,-8.627,-3.451,0,0,,
149,-0.157,-9.412,-2.667,0,0,,
150,-0.157,-9.568999999999999,-2.1959999999999997,0,0,,
151,0.0,-9.255,-3.137,0,0,,
152,-0.314,-9.097999999999999,-3.2939999999999996,0,0,,
153,-0.784,-9.568999999999999,-3.2939999999999996,0,0,,
154,-0.314,-10.039,-2.824,0,0,,
155,-0.157,-9.568999999999999,-3.608,0,0,,
156,-0.784,-9.882,-4.235,0,0,,
157,-0.784,-10.353,-4.078,0,0,,
158,0.47100000000000003,-10.667,-4.235,0,0,,
159,-0.314,-10.51,-4.5489999999999995,0,0,,
160,-2.039,-10.51,-4.5489999999999995,0,0,,
161,-1.882,-10.98,-3.608,0,0,,
162,-0.627,-11.294,-3.9219999999999997,0,0,,
163,-2.51,-10.98,-4.235,0,0,,
164,-2.667,-11.450999999999999,-4.235,0,0,,
165,-2.1959999999999997,-12.235,-3.608,0,0,,
166,-1.882,-12.078,-4.235,0,0,,
167,-3.137,-12.549000000000001,-4.3919999999999995,0,0,,
168,-3.2939999999999996,-12.863,-4.078,0,0,,
169,-2.98,-13.49,-2.98,0,0,,
170,-2.1959999999999997,-13.333,-2.824,0,0,,
171,-2.824,-13.647,-2.353,0,0,,
172,-2.1959999999999997,-14.745,-1.0979999999999999,0,0,,
173,-0.47100000000000003,-15.686,-0.314,0,0,,
174,-0.157,-16.0,-1.569,0,0,,
175,0.157,-15.843,-0.941,0,0,,
176,0.314,-16.784000000000002,-0.627,0,0,,
177,0.941,-17.255,-0.314,0,0,,
178,1.882,-17.098,-0.941,0,0,,
179,1.0979999999999999,-17.098,-2.667,0,0,,
180,1.569,-17.255,-2.824,0,0,,
181,2.98,-17.412,-3.765,0,0,,
182,4.078,-17.569000000000003,-4.078,0,1,,-30.0
183,4.863,-18.352999999999998,-4.863,0,0,,
184,4.863,-18.51,-5.49,0,0,,
185,4.078,-18.195999999999998,-4.078,0,0,,
186,2.1959999999999997,-17.882,-3.608,0,0,,
187,2.039,-15.373,-7.529,0,0,,
188,-0.941,-12.706,-9.412,0,0,,
189,-1.412,-12.235,-8.941,0,0,,
190,0.157,-8.783999999999999,-10.039,0,0,,
191,2.353,-5.961,-9.568999999999999,0,0,,
192,1.882,-7.059,-6.275,0,0,,
193,3.2939999999999996,-9.097999999999999,-1.882,0,0,,
194,7.843,-8.157,-0.157,0,0,,
195,8.471,-4.3919999999999995,0.47100000000000003,0,0,,
196,8.0,-3.451,0.47100000000000003,0,0,,
197,5.647,-2.824,0.314,0,0,,
198,4.5489999999999995,-2.1959999999999997,0.0,0,0,,
199,4.078,-1.569,-0.314,0,0,,
200,4.3919999999999995,-1.569,-0.157,0,0,,
201,3.9219999999999997,-2.824,-0.47100000000000003,0,0,,
202,3.608,-3.2939999999999996,-0.47100000000000003,0,0,,
203,2.353,-3.608,-0.47100000000000003,0,0,,
204,1.882,-3.9219999999999997,-0.627,0,0,,
205,1.725,-4.235,-0.627,0,0,,
206,2.51,-4.863,-0.941,0,0,,
207,2.667,-5.332999999999999,-1.255,0,0,,
208,2.667,-6.275,-1.882,0,0,,
209,2.667,-7.059,-2.353,0,0,,
210,1.412,-8.314,-3.608,0,0,,
211,0.941,-9.412,-5.647,0,0,,
212,0.47100000000000003,-9.882,-6.431,0,0,,
213,0.157,-10.824000000000002,-7.686,0,0,,
214,0.0,-11.607999999999999,-8.157,0,0,,
215,-1.255,-13.175999999999998,-8.471,0,0,,
216,-1.882,-13.960999999999999,-8.471,0,0,,
217,-4.078,-16.314,-9.412,0,0,,
218,-4.863,-17.255,-10.353,0,0,,
219,-8.314,-18.352999999999998,-12.706,0,0,,
220,-11.450999999999999,-18.824,-13.804,0,0,,
221,-13.49,-19.137,-13.960999999999999,0,0,,
222,-14.902000000000001,-19.765,-13.804,0,0,,
223,-14.745,-19.765,-13.333,0,0,,
224,-14.588,-19.294,-12.863,0,0,,
225,-14.745,-18.98,-12.235,0,0,,
226,-15.843,-17.412,-12.078,0,0,,
227,-16.314,-15.373,-12.549000000000001,0,0,,
228,-18.667,-11.294,-14.745,0,0,,
229,-21.333000000000002,-7.216,-16.941,0,0,,
230,-22.745,-4.863,-17.098,0,0,,
231,-25.412,-2.98,-13.960999999999999,0,0,,
232,-25.569000000000003,-3.765,-12.392000000000001,0,0,,
233,-22.430999999999997,-5.647,-9.725,0,0,,
234,-20.549,-6.431,-9.568999999999999,0,0,,
235,-18.667,-7.529,-9.725,0,0,,
236,-10.51,-10.824000000000002,-10.353,0,0,,
237,3.9219999999999997,-14.902000000000001,-3.9219999999999997,1,0,30.0,
238,40.314,-18.98,3.451,0,0,,
239,52.391999999999996,-20.078,3.451,0,0,,
240,6.745,-14.902000000000001,3.608,0,0,,
241,-14.588,-10.667,2.039,0,0,,
242,-3.137,-12.549000000000001,-2.98,0,0,,
243,-1.255,-15.529000000000002,-4.235,0,0,,
244,-4.078,-14.118,-3.137,0,0,,
245,-1.882,-7.529,0.314,0,0,,
246,-0.157,-7.843,0.784,0,0,,
247,2.353,-7.216,-9.725,0,0,,
248,-1.255,-9.882,-8.941,0,0,,
249,-2.98,-14.588,-4.706,0,0,,
250,-0.47100000000000003,-16.471,-2.353,0,0,,
251,-0.784,-11.137,-0.314,0,0,,
252,0.47100000000000003,-7.843,-3.137,0,0,,
253,-0.157,-7.843,-4.235,0,0,,
254,-2.353,-8.0,-3.765,0,0,,
255,-2.039,-8.157,-3.137,0,0,,
256,2.039,-8.627,-2.667,0,0,,
257,2.353,-9.255,-2.667,0,0,,
258,1.569,-9.568999999999999,-2.98,0,0,,
259,2.039,-9.882,-2.353,0,0,,
260,2.98,-9.725,-2.353,0,0,,
261,1.725,-9.725,-3.137,0,0,,
262,0.47100000000000003,-10.039,-4.078,0,0,,
263,-0.157,-9.412,-2.667,0,0,,
264,0.941,-9.097999999999999,-2.824,0,0,,
265,1.255,-8.627,-3.608,0,0,,
266,0.627,-8.941,-3.608,0,0,,
267,1.412,-9.725,-2.667,0,0,,
268,1.882,-9.725,-2.353,0,0,,
269,1.255,-9.568999999999999,-2.667,0,0,,
270,-0.157,-9.255,-2.667,0,0,,
271,0.784,-9.568999999999999,-2.51,0,0,,
272,0.941,-8.783999999999999,-3.2939999999999996,0,0,,
273,0.314,-8.783999999999999,-3.608,0,0,,
274,-0.47100000000000003,-9.255,-3.451,0,0,,
275,0.47100000000000003,-9.568999999999999,-3.137,0,0,,
276,1.0979999999999999,-8.627,-3.9219999999999997,0,0,,
277,0.0,-8.471,-4.235,0,0,,
278,-0.314,-8.471,-4.078,0,0,,
279,1.882,-8.941,-3.608,0,0,,
280,1.882,-8.783999999999999,-4.706,0,0,,
281,0.314,-8.627,-4.235,0,0,,
282,0.157,-8.941,-4.078,0,0,,
283,1.569,-8.941,-3.451,0,0,,
284,1.569,-8.627,-3.608,0,0,,
285,-0.627,-8.157,-4.5489999999999995,0,0,,
286,-2.824,-9.255,-3.137,0,0,,
287,-2.51,-9.882,-2.98,0,0,,
288,-2.039,-9.882,-2.98,0,0,,
289,-2.824,-9.568999999999999,-3.2939999999999996,0,0,,
290,-2.667,-9.725,-2.353,0,0,,
291,-1.412,-9.882,-1.882,0,0,,
292,-0.627,-9.568999999999999,-2.039,0,0,,
293,-2.039,-9.255,-2.667,0,0,,
294,-2.1959999999999997,-9.725,-2.1959999999999997,0,0,,
295,-0.314,-10.039,-2.98,0,0,,
296,-0.47100000000000003,-10.196,-3.608,0,0,,
297,-0.784,-10.353,-5.176,0,0,,
298,-0.314,-10.824000000000002,-4.863,0,0,,
299,0.0,-11.450999999999999,-4.706,0,0,,
300,-0.314,-10.824000000000002,-5.02,0,0,,
301,-2.1959999999999997,-10.667,-4.078,0,0,,
302,-1.569,-11.607999999999999,-2.667,0,0,,
303,-0.941,-11.922,-2.667,0,0,,
304,-1.569,-12.078,-4.078,0,0,,
305,-2.1959999999999997,-11.922,-4.235,0,0,,
306,-2.039,-13.333,-3.608,0,0,,
307,-1.569,-13.960999999999999,-3.2939999999999996,0,0,,
308,-2.1959999999999997,-14.431,-3.608,0,0,,
309,-2.039,-15.843,-2.1959999999999997,0,0,,
310,-1.569,-15.843,-1.725,0,0,,
311,-0.47100000000000003,-16.314,-0.941,0,0,,
312,-0.627,-17.098,-0.784,0,0,,
313,-0.157,-18.039,0.0,0,0,,
314,0.314,-18.51,0.47100000000000003,0,0,,
315,2.039,-18.824,-0.47100000000000003,0,0,,
316,1.882,-18.824,-1.255,0,0,,
317,1.725,-18.039,-2.98,0,0,,
318,0.784,-18.195999999999998,-3.2939999999999996,0,0,,
319,1.0979999999999999,-18.98,-2.98,0,0,,
320,5.332999999999999,-18.039,-6.902,0,1,,-30.0
321,6.587999999999999,-18.195999999999998,-7.216,0,0,,
322,5.176,-18.51,-4.3919999999999995,0,0,,
323,3.451,-17.255,-3.2939999999999996,0,0,,
324,3.137,-15.059000000000001,-5.803999999999999,0,0,,
325,0.0,-12.863,-7.843,0,0,,
326,-1.882,-11.765,-7.372999999999999,0,0,,
327,0.314,-8.627,-8.471,0,0,,
328,2.1959999999999997,-6.431,-7.216,0,0,,
329,-0.314,-5.961,-6.275,0,0,,
330,0.627,-7.529,-3.2939999999999996,0,0,,
331,6.117999999999999,-7.686,-1.255,0,0,,
332,7.059,-5.961,-0.47100000000000003,0,0,,
333,5.961,-3.451,0.314,0,0,,
334,3.9219999999999997,-2.51,0.0,0,0,,
335,3.608,-2.1959999999999997,-0.314,0,0,,
336,2.824,-1.569,-0.314,0,0,,
337,3.137,-1.725,-0.314,0,0,,
338,2.98,-2.353,-0.627,0,0,,
339,2.667,-2.51,-0.627,0,0,,
340,2.1959999999999997,-3.137,-0.157,0,0,,
341,1.725,-3.2939999999999996,-0.314,0,0,,
342,1.569,-3.608,-0.157,0,0,,
343,1.569,-4.078,-0.314,0,0,,
344,1.569,-4.706,-0.47100000000000003,0,0,,
345,2.1959999999999997,-5.49,-0.784,0,0,,
346,2.039,-5.961,-1.412,0,0,,
347,1.725,-7.216,-2.353,0,0,,
348,1.412,-8.0,-2.824,0,0,,
349,1.0979999999999999,-9.255,-3.765,0,0,,
350,0.784,-10.667,-4.5489999999999995,0,0,,
351,0.314,-11.450999999999999,-5.332999999999999,0,0,,
352,-0.941,-13.333,-6.275,0,0,,
353,-1.569,-14.275,-6.587999999999999,0,0,,
354,-2.667,-16.471,-7.372999999999999,0,0,,
355,-3.9219999999999997,-17.098,-7.843,0,0,,
356,-6.745,-19.137,-9.568999999999999,0,0,,
357,-8.627,-19.608,-10.51,0,0,,
358,-11.922,-20.706,-11.137,0,0,,
359,-15.373,-21.804000000000002,-12.078,0,0,,
360,-15.373,-21.961,-12.863,0,0,,
361,-15.059000000000001,-21.333000000000002,-14.275,0,0,,
362,-14.902000000000001,-20.549,-14.745,0,0,,
363,-14.275,-18.98,-16.157,0,0,,
364,-14.745,-16.627,-17.725,0,0,,
365,-18.98,-10.039,-21.333000000000002,0,0,,
366,-24.941,-4.706,-21.804000000000002,0,0,,
367,-28.392,-2.039,-20.549,0,0,,
368,-32.784,0.314,-17.569000000000003,0,0,,
369,-31.843000000000004,-0.47100000000000003,-15.686,0,0,,
370,-24.314,-3.2939999999999996,-13.804,0,0,,
371,-20.235,-4.706,-13.02,0,0,,
372,-14.431,-7.529,-14.745,0,0,,
373,-2.039,-11.450999999999999,-7.529,1,0,30.0,
374,37.804,-18.98,0.47100000000000003,0,0,,
375,54.118,-21.647,0.784,0,0,,
376,20.078,-19.608,-1.725,0,0,,
377,-21.647,-8.0,-6.275,0,0,,
378,-3.451,-11.137,0.0,0,0,,
379,-6.275,-17.725,-2.98,0,0,,
380,-8.627,-14.275,-1.725,0,0,,
381,-5.49,-5.647,1.569,0,0,,
382,1.412,-5.02,-6.587999999999999,0,0,,
383,-6.275,-6.431,-9.412,0,0,,
384,-7.059,-13.960999999999999,-5.961,0,0,,
385,-5.49,-15.216,-4.863,0,0,,
386,-2.98,-13.49,-0.627,0,0,,
387,-2.667,-10.51,-2.98,0,0,,
388,-0.47100000000000003,-9.568999999999999,-2.98,0,0,,
389,1.412,-9.725,-3.2939999999999996,0,0,,
390,-0.784,-8.0,-3.451,0,0,,
391,-1.0979999999999999,-7.686,-3.9219999999999997,0,0,,
392,-0.627,-8.941,-3.608,0,0,,
393,0.784,-10.039,-2.98,0,0,,
394,0.941,-9.725,-3.137,0,0,,
395,0.941,-10.039,-3.137,0,0,,
396,0.47100000000000003,-10.196,-3.765,0,0,,
397,1.882,-10.667,-3.608,0,0,,
398,1.255,-9.412,-3.608,0,0,,
399,-0.314,-8.941,-4.078,0,0,,
400,-0.627,-9.255,-2.353,0,0,,
401,-0.314,-8.627,-3.137,0,0,,
402,-0.314,-9.097999999999999,-3.2939999999999996,0,0,,
403,-0.47100000000000003,-9.255,-4.078,0,0,,
404,0.627,-9.725,-3.2939999999999996,0,0,,
405,1.0979999999999999,-9.725,-2.98,0,0,,
406,0.314,-8.627,-3.9219999999999997,0,0,,
407,0.0,-9.568999999999999,-3.765,0,0,,
408,0.0,-9.725,-2.824,0,0,,
409,0.0,-9.255,-3.451,0,0,,
410,-0.47100000000000003,-9.255,-3.608,0,0,,
411,-0.941,-8.471,-4.5489999999999995,0,0,,
412,-0.157,-9.097999999999999,-3.451,0,0,,
413,1.255,-8.783999999999999,-4.235,0,0,,
414,1.0979999999999999,-8.627,-4.706,0,0,,
415,0.0,-8.941,-5.02,0,0,,
416,0.157,-10.196,-2.667,0,0,,
417,0.157,-10.196,-2.824,0,0,,
418,-0.784,-9.412,-3.608,0,0,,
419,-1.412,-9.255,-3.137,0,0,,
420,-0.784,-9.412,-2.1959999999999997,0,0,,
421,0.0,-9.725,-2.039,0,0,,
422,-0.47100000000000003,-9.097999999999999,-3.608,0,0,,
423,-1.0979999999999999,-9.412,-2.824,0,0,,
424,-0.314,-9.725,-2.51,0,0,,
425,-0.157,-8.941,-3.608,0,0,,
426,-0.784,-8.471,-3.765,0,0,,
427,-0.784,-8.783999999999999,-2.667,0,0,,
428,-0.47100000000000003,-9.097999999999999,-1.882,0,0,,
429,-0.157,-9.097999999999999,-3.765,0,0,,
430,-0.941,-9.412,-4.078,0,0,,
431,-0.941,-10.196,-3.765,0,0,,
432,0.314,-10.98,-3.9219999999999997,0,0,,
433,0.0,-10.51,-4.863,0,0,,
434,-1.0979999999999999,-10.51,-4.863,0,0,,
435,-1.569,-10.51,-4.3919999999999995,0,0,,
436,-1.0979999999999999,-10.98,-3.2939999999999996,0,0,,
437,-1.569,-10.98,-3.765,0,0,,
438,-2.824,-10.824000000000002,-3.608,0,0,,
439,-2.824,-11.607999999999999,-3.2939999999999996,0,0,,
440,-2.353,-11.922,-3.137,0,0,,
441,-2.824,-12.235,-3.9219999999999997,0,0,,
442,-3.2939999999999996,-12.706,-4.078,0,0,,
443,-3.137,-13.804,-2.51,0,0,,
444,-2.667,-14.431,-1.725,0,0,,
445,-2.51,-14.431,-1.725,0,0,,
446,-2.51,-14.745,-1.569,0,0,,
447,-1.725,-16.627,-0.157,0,0,,
448,-0.627,-17.569000000000003,0.627,0,0,,
449,-0.47100000000000003,-18.039,0.47100000000000003,0,0,,
450,-0.157,-18.98,0.314,0,0,,
451,0.784,-19.294,0.0,0,0,,
452,1.882,-17.882,-2.98,0,0,,
453,3.137,-17.098,-4.706,0,0,,
454,1.0979999999999999,-18.352999999999998,-3.451,0,1,,-30.0
455,1.725,-18.667,-5.332999999999999,0,0,,
456,2.98,-18.195999999999998,-6.117999999999999,0,0,,
457,2.1959999999999997,-18.352999999999998,-4.863,0,0,,
458,2.039,-17.725,-5.332999999999999,0,0,,
459,2.824,-15.373,-7.686,0,0,,
460,1.725,-14.275,-8.314,0,0,,
461,0.0,-11.294,-7.843,0,0,,
462,0.0,-10.196,-7.843,0,0,,
463,4.235,-5.647,-8.783999999999999,0,0,,
464,-2.039,-5.961,-6.431,0,0,,
465,-0.157,-7.216,-3.608,0,0,,
466,4.235,-6.431,-1.569,0,0,,
467,5.332999999999999,-5.02,-1.255,0,0,,
468,5.332999999999999,-2.98,-0.47100000000000003,0,0,,
469,4.706,-2.667,-0.47100000000000003,0,0,,
470,3.608,-1.882,-0.314,0,0,,
471,2.824,-1.412,-0.47100000000000003,0,0,,
472,2.1959999999999997,-1.569,-0.47100000000000003,0,0,,
473,1.882,-2.039,-0.157,0,0,,
474,1.725,-2.039,-0.314,0,0,,
475,0.941,-2.353,-0.314,0,0,,
476,0.784,-2.667,-0.157,0,0,,
477,0.941,-3.451,-0.314,0,0,,
478,0.941,-3.608,-0.314,0,0,,
479,1.255,-4.078,-0.627,0,0,,
480,1.569,-5.02,-1.0979999999999999,0,0,,
481,1.725,-5.49,-1.569,0,0,,
482,1.412,-6.117999999999999,-2.51,0,0,,
483,1.412,-6.745,-3.137,0,0,,
484,1.0979999999999999,-7.843,-4.5489999999999995,0,0,,
485,0.941,-8.157,-4.706,0,0,,
486,0.784,-9.255,-5.803999999999999,0,0,,
487,0.314,-9.882,-6.431,0,0,,
488,-0.627,-11.450999999999999,-6.745,0,0,,
489,-2.039,-13.804,-6.902,0,0,,
490,-2.824,-15.216,-7.372999999999999,0,0,,
491,-5.332999999999999,-17.255,-9.097999999999999,0,0,,
492,-7.372999999999999,-17.882,-10.51,0,0,,
493,-10.353,-18.195999999999998,-14.118,0,0,,
494,-11.607999999999999,-17.882,-15.216,0,0,,
495,-11.450999999999999,-18.039,-16.0,0,0,,
496,-12.863,-18.51,-14.902000000000001,0,0,,
497,-13.175999999999998,-18.352999999999998,-14.118,0,0,,
498,-13.49,-17.725,-13.02,0,0,,
499,-13.804,-17.255,-12.392000000000001,0,0,,
500,-14.588,-16.0,-11.922,0,0,,
501,-15.216,-14.745,-11.765,0,0,,
502,-16.627,-11.450999999999999,-14.431,0,0,,
503,-18.352999999999998,-9.725,-16.471,0,0,,
504,-22.275,-4.706,-15.843,0,0,,
505,-25.725,-2.98,-11.765,0,0,,
506,-25.569000000000003,-3.2939999999999996,-10.039,0,0,,
507,-19.608,-7.216,-9.412,0,0,,
508,-18.352999999999998,-7.372999999999999,-8.941,0,0,,
509,-7.059,-9.255,-6.275,0,0,,
510,8.314,-13.804,-1.255,1,0,30.0,
511,38.902,-19.608,2.824,0,0,,
512,14.745,-19.137,-2.51,0,0,,
513,-4.078,-14.588,-5.176,0,0,,
514,-1.255,-10.824000000000002,-0.784,0,0,,
515,3.2939999999999996,-12.549000000000001,-1.882,0,0,,
516,-1.255,-10.667,-4.706,0,0,,
517,-2.667,-7.372999999999999,-3.608,0,0,,
518,-1.882,-8.471,-2.824,0,0,,
519,-0.157,-10.039,-5.176,0,0,,
520,-4.706,-11.607999999999999,-4.5489999999999995,0,0,,
521,-4.235,-13.175999999999998,-2.51,0,0,,
522,-2.039,-13.02,-2.1959999999999997,0,0,,
523,-0.47100000000000003,-10.824000000000002,-0.941,0,0,,
524,-0.941,-9.725,-2.51,0,0,,
525,-1.255,-8.941,-4.3919999999999995,0,0,,
526,-0.941,-9.568999999999999,-3.9219999999999997,0,0,,
527,-0.157,-9.568999999999999,-3.765,0,0,,
528,0.627,-8.783999999999999,-3.451,0,0,,
529,1.569,-8.471,-3.2939999999999996,0,0,,
530,3.451,-9.725,-1.725,0,0,,
531,3.9219999999999997,-9.725,-1.725,0,0,,
532,3.765,-9.725,-2.039,0,0,,
533,3.2939999999999996,-9.412,-1.725,0,0,,
534,4.3919999999999995,-9.725,-0.784,0,0,,
535,3.765,-9.412,-1.0979999999999999,0,0,,
536,2.98,-8.627,-2.98,0,0,,
537,2.353,-8.471,-3.137,0,0,,
538,3.451,-8.941,-2.667,0,0,,
539,3.9219999999999997,-8.471,-2.98,0,0,,
540,3.451,-8.627,-3.137,0,0,,
541,1.569,-9.412,-2.51,0,0,,
542,1.882,-9.882,-1.725,0,0,,
543,0.784,-9.568999999999999,-2.353,0,0,,
544,0.47100000000000003,-9.097999999999999,-3.137,0,0,,
545,0.157,-9.255,-2.667,0,0,,
546,1.882,-9.725,-3.2939999999999996,0,0,,
547,1.0979999999999999,-9.255,-3.608,0,0,,
548,-0.157,-8.941,-3.9219999999999997,0,0,,
549,0.314,-9.255,-3.765,0,0,,
